Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Third, supporting our athletes and para-athletes to maximise their potential by providing them with financial support as well as non-financial support, including coaches, psychologists, scientists, amongst others.",83,1035,2023-07-06-T-015-S-01035
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","But as a nation, all of us must rally behind our athletes, regardless of whether they win or lose. Why we continue to invest in sport is because of its ability to rally communities together and foster national pride and cohesion. We must not lose sight of this.",84,1036,2023-07-06-T-015-S-01036
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Take, for example, the Suzuki Cup semi-finals two years back on Boxing Day where our Lions lost the match to Indonesia while three men down, but won the hearts of all Singaporeans. The immense pride that we all felt, that I felt, when Majulah Singapura filled the National Stadium that evening. That is the power of sports.",85,1037,2023-07-06-T-015-S-01037
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","But it is only possible if we come together as a nation to support our athletes, regardless of outcome.",86,1038,2023-07-06-T-015-S-01038
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","No doubt, Singapore is a little red dot. But we have time and again shown the world what we are made of. Madam, with that, I stand in full support of the amended Motion raised by Mr Darryl David. [Applause.]",87,1039,2023-07-06-T-015-S-01039
2023-07-06-T-015,Deputy Speaker,Mdm Deputy Speaker,Assoc Prof Jamus Lim.,1,1040,2023-07-06-T-015-S-01040
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"I would like to thank all the long-suffering Members of this House who, like our die-hard and similarly long-suffering football fans, have stayed till this bitter end. I had originally thought we would end by 6.00 pm which perhaps points to my own naive optimism and, contrary to the text of the Motion, in my inability to set achievable goals.",1,1041,2023-07-06-T-015-S-01041
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"As the many varied and charged speeches from both sides of the House as well as among our NMP ranks, delivered over the course of this Motion, attest, sport actually has a remarkable ability to excite, inspire and unite. It also has an incredible ability to foster euphoria as well as despair. I recall how I remained on cloud nine a good week after the Golden State Warriors, my favourite basketball team, won the National Basketball Association (NBA) finals last year. But I also felt an annoying sense of loss when, back in May, I watched my alma mater's ""A"" division rugby team lose in the final minutes to an arch rival. Others will undoubtedly share how they felt after the Young Lions' 7-0 thrashing by Malaysia that same month.",2,1042,2023-07-06-T-015-S-01042
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"And this notion that sports can and do contribute to national well-being is not just a vague hypothesis. Research has shown that there are strong associations between sporting participation and measures of economic success, such as per capita incomes and economic freedoms.",3,1043,2023-07-06-T-015-S-01043
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Hosting sporting events and national athletic success are, likewise, associated with improved life satisfaction. And as He Ting Ru has pointed out in her speech, there are clear biological pathways for why sports contribute not just to physical but also mental well-being. The sentiment was also echoed by Sylvia Lim and Xie Yao Quan.",4,1044,2023-07-06-T-015-S-01044
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Let me, first, begin with a quick response to Senior Parliamentary Secretary Eric Chua. The Senior Parliamentary Secretary went through a slate of examples for how the Government's sports programmes have helped individual athletes who, in turn, have gone on to succeed in these sporting endeavours. We have, to be clear, zero quarrel with these and, indeed, congratulate both the sportsmen and women who have won sporting medals and, often, with impressive academic results to boot.",5,1045,2023-07-06-T-015-S-01045
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"We do not even doubt that Government support has been instrumental in their success. But once again, the proof of the pudding is in the eating and the question we ask is  what of those who did not find success?",6,1046,2023-07-06-T-015-S-01046
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"The examples that he cites often smell of selection bias and we are left to wonder what could have happened. For our level of income and what we spend, why is it that we underperform as a nation?",7,1047,2023-07-06-T-015-S-01047
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"I should clarify at this point perhaps that the source of the charts that I used and circulated was, well, myself, two hours on a Sunday afternoon, based on publicly available data on FIFA rankings, Olympic medals and GDP per capita. And of course, I am well aware that sports performance depends on much more than income. I am happy to share the eight or so references I have from peer reviewed journals that control for many more factors.",8,1048,2023-07-06-T-015-S-01048
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,But I came to the conclusion that they have all come to the same conclusion as I have.,9,1049,2023-07-06-T-015-S-01049
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"I shared the charts because I thought that they conveyed the point much more cleanly and much more clearly than the suite of references would. As a political officeholder, I am sure Senior Parliamentary Secretary Chua would appreciate the value of a message simply conveyed.",10,1050,2023-07-06-T-015-S-01050
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"So, what are we left to ask? Well, even as we rightly celebrate the success, let us not be afraid to accept the reality of how, unlike our successes in other national endeavours, from top airline and airport to among the top Asian universities to even some of the highest per capita incomes in the world, we simply fall short when it comes to sport. Singaporeans have been starved of the opportunity to cheer their national athletes even more than they have been able to.",11,1051,2023-07-06-T-015-S-01051
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"So, to be clear, we are not disparaging our current athletes or when they inevitably stumble now and then and do not medal. We rightly celebrate them. That is right in the Motion, not just for medals, but their accomplishments, which include even qualifying for the games in the first place. But the Motion is asking – indeed, pleading – on behalf of all Singaporeans, for these successful athletes we have yet to see.",12,1052,2023-07-06-T-015-S-01052
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Member Wan Rizal explained that sporting success is also manifold and felt that the text of the Motion did not sufficiently capture this aspect. I am afraid I have to disagree with this one. Indeed, both Ms Sylvia Lim and Ms He Ting Ru spoke about the aspects of diversity, inclusion and mental health – matters cited also by Dr Wan Rizal himself but also Mr Darryl David.",13,1053,2023-07-06-T-015-S-01053
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"Hence, we fully agree with the need to focus on much more than just sporting achievements by national athletes but also by the rest of us, albeit, we also recognise the inspirational value of marquee events.",14,1054,2023-07-06-T-015-S-01054
2023-07-06-T-015,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim,"NMP Mark Chay critiqued an excessive focus on income as a determiner of sporting success and offered what amounted to an apology for our relative underperformance. He said that team sports take time. As a national sportsman and a coach, he would be much more familiar with individual sporting challenges. But I cannot help but wonder if he would be as comfortable if those under his charge not only failed to perform after receiving significant financial support but actually regressed in terms of their sporting performance.",15,1055,2023-07-06-T-015-S-01055
